0.015151515,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924242424,0,0,0.015151515,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0.03125,0.03125,0,0.1875,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0.09375,0,0,0,0,0,0,0
0,0,0,0,0,0.014184397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978723404,0,0,0,0,0.007092199,0,0,0,0,0,0,0
0.225806452,0.032258065,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451612903,0,0,0,0,0,0.225806452,0,0,0,0,0,0,0.032258065
0.058823529,0,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0.058823529,0,0,0,0,0,0
0.003984064,0.03187251,0,0,0,0.788844622,0,0,0,0,0,0,0,0,0.007968127,0,0,0,0,0.011952191,0,0,0.007968127,0.007968127,0.019920319,0.047808765,0,0,0.06374502,0.003984064,0,0,0.003984064,0
0,0,0,0,0,0.032258065,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0.870967742,0,0,0,0,0,0,0,0
0.136363636,0,0,0,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0.045454545,0,0,0,0.045454545,0.590909091,0,0,0,0,0,0,0
0.142857143,0,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0.755102041,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
